Item_Name, Price
StatTrak™ AWP | PAW (Factory New), 12.23
StatTrak™ AWP | PAW (Minimal Wear), 6.33
StatTrak™ AWP | PAW (Field-Tested), 4.32
StatTrak™ AWP | PAW (Well-Worn), 4.53
StatTrak™ AWP | PAW (Battle-Scarred), 4.10
AWP | Exoskeleton (Factory New), 8.13
AWP | Exoskeleton (Minimal Wear), 4.59
AWP | Exoskeleton (Field-Tested), 3.61
AWP | Exoskeleton (Well-Worn), 2.89
AWP | Exoskeleton (Battle-Scarred), 2.77
StatTrak™ AWP | Exoskeleton (Factory New), 29.60
StatTrak™ AWP | Exoskeleton (Minimal Wear), 10.93
StatTrak™ AWP | Exoskeleton (Field-Tested), 6.05
StatTrak™ AWP | Exoskeleton (Well-Worn), 6.00
StatTrak™ AWP | Exoskeleton (Battle-Scarred), 6.05
MAC-10 | Monkeyflage (Factory New), 0.20
MAC-10 | Monkeyflage (Minimal Wear), 0.07
MAC-10 | Monkeyflage (Field-Tested), 0.04
MAC-10 | Monkeyflage (Well-Worn), 0.03
MAC-10 | Monkeyflage (Battle-Scarred), 0.03
StatTrak™ MAC-10 | Monkeyflage (Factory New), 0.77
StatTrak™ MAC-10 | Monkeyflage (Minimal Wear), 0.18
StatTrak™ MAC-10 | Monkeyflage (Field-Tested), 0.10
StatTrak™ MAC-10 | Monkeyflage (Well-Worn), 0.08
StatTrak™ MAC-10 | Monkeyflage (Battle-Scarred), 0.07
Glock-18 | Steel Disruption (Factory New), 3.18
Glock-18 | Steel Disruption (Minimal Wear), 2.92
Glock-18 | Steel Disruption (Field-Tested), 3.22
StatTrak™ Glock-18 | Steel Disruption (Factory New), 10.97
StatTrak™ Glock-18 | Steel Disruption (Minimal Wear), 9.17
StatTrak™ Glock-18 | Steel Disruption (Field-Tested), 10.05
M4A1-S | Flashback (Factory New), 2.40
M4A1-S | Flashback (Minimal Wear), 0.80
M4A1-S | Flashback (Field-Tested), 0.40
M4A1-S | Flashback (Well-Worn), 0.37
M4A1-S | Flashback (Battle-Scarred), 0.33
StatTrak™ M4A1-S | Flashback (Factory New), 11.53
StatTrak™ M4A1-S | Flashback (Minimal Wear), 3.97
StatTrak™ M4A1-S | Flashback (Field-Tested), 2.50
StatTrak™ M4A1-S | Flashback (Well-Worn), 2.48
StatTrak™ M4A1-S | Flashback (Battle-Scarred), 2.58
AK-47 | Neon Revolution (Factory New), 75.70
AK-47 | Neon Revolution (Minimal Wear), 30.38
AK-47 | Neon Revolution (Field-Tested), 16.83
AK-47 | Neon Revolution (Well-Worn), 20.73
AK-47 | Neon Revolution (Battle-Scarred), 18.13
StatTrak™ AK-47 | Neon Revolution (Factory New), 131.18
StatTrak™ AK-47 | Neon Revolution (Minimal Wear), 72.29
StatTrak™ AK-47 | Neon Revolution (Field-Tested), 45.30
StatTrak™ AK-47 | Neon Revolution (Well-Worn), 51.36
StatTrak™ AK-47 | Neon Revolution (Battle-Scarred), 45.63
★ Bowie Knife | Marble Fade (Factory New), 295.88
★ Bowie Knife | Marble Fade (Minimal Wear), 319.00
★ StatTrak™ Bowie Knife | Marble Fade (Factory New), 324.91
★ StatTrak™ Bowie Knife | Marble Fade (Minimal Wear), 555.81
M4A1-S | Basilisk (Factory New), 10.92
M4A1-S | Basilisk (Minimal Wear), 6.54
M4A1-S | Basilisk (Field-Tested), 5.20
M4A1-S | Basilisk (Well-Worn), 7.76
M4A1-S | Basilisk (Battle-Scarred), 5.98
StatTrak™ M4A1-S | Basilisk (Factory New), 34.88
StatTrak™ M4A1-S | Basilisk (Minimal Wear), 20.18
StatTrak™ M4A1-S | Basilisk (Field-Tested), 16.93
StatTrak™ M4A1-S | Basilisk (Well-Worn), 18.68
StatTrak™ M4A1-S | Basilisk (Battle-Scarred), 16.17
MAC-10 | Heat (Factory New), 8.79
MAC-10 | Heat (Minimal Wear), 5.60
MAC-10 | Heat (Field-Tested), 3.03
MAC-10 | Heat (Well-Worn), 2.33
MAC-10 | Heat (Battle-Scarred), 2.52
StatTrak™ MAC-10 | Heat (Factory New), 18.55
StatTrak™ MAC-10 | Heat (Minimal Wear), 10.45
StatTrak™ MAC-10 | Heat (Field-Tested), 5.28
StatTrak™ MAC-10 | Heat (Well-Worn), 4.30
StatTrak™ MAC-10 | Heat (Battle-Scarred), 4.21
FAMAS | Neural Net (Factory New), 2.24
FAMAS | Neural Net (Minimal Wear), 0.89
FAMAS | Neural Net (Field-Tested), 0.68
FAMAS | Neural Net (Well-Worn), 0.80
FAMAS | Neural Net (Battle-Scarred), 0.67
StatTrak™ FAMAS | Neural Net (Factory New), 5.73
StatTrak™ FAMAS | Neural Net (Minimal Wear), 2.73
StatTrak™ FAMAS | Neural Net (Field-Tested), 1.55
StatTrak™ FAMAS | Neural Net (Well-Worn), 1.77
StatTrak™ FAMAS | Neural Net (Battle-Scarred), 1.85
★ Huntsman Knife | Scorched (Factory New), 258.93
★ Huntsman Knife | Scorched (Minimal Wear), 152.28
★ Huntsman Knife | Scorched (Field-Tested), 121.11
★ Huntsman Knife | Scorched (Well-Worn), 120.76
★ Huntsman Knife | Scorched (Battle-Scarred), 106.03
★ StatTrak™ Huntsman Knife | Scorched (Factory New), 0
★ StatTrak™ Huntsman Knife | Scorched (Minimal Wear), 156.91
★ StatTrak™ Huntsman Knife | Scorched (Field-Tested), 133.01
★ StatTrak™ Huntsman Knife | Scorched (Well-Worn), 166.72
★ StatTrak™ Huntsman Knife | Scorched (Battle-Scarred), 196.49
★ Bowie Knife | Boreal Forest (Factory New), 384.63
★ Bowie Knife | Boreal Forest (Minimal Wear), 123.19
★ Bowie Knife | Boreal Forest (Field-Tested), 116.19
★ Bowie Knife | Boreal Forest (Well-Worn), 127.29
★ Bowie Knife | Boreal Forest (Battle-Scarred), 118.68
★ StatTrak™ Bowie Knife | Boreal Forest (Factory New), 600.00
★ StatTrak™ Bowie Knife | Boreal Forest (Minimal Wear), 196.87
★ StatTrak™ Bowie Knife | Boreal Forest (Field-Tested), 127.75
★ StatTrak™ Bowie Knife | Boreal Forest (Well-Worn), 148.64
★ StatTrak™ Bowie Knife | Boreal Forest (Battle-Scarred), 130.00
★ Paracord Knife | Stained (Factory New), 161.36
★ Paracord Knife | Stained (Minimal Wear), 134.89
★ Paracord Knife | Stained (Field-Tested), 125.59
★ Paracord Knife | Stained (Well-Worn), 117.43
★ Paracord Knife | Stained (Battle-Scarred), 122.50
★ StatTrak™ Paracord Knife | Stained (Factory New), 533.19
★ StatTrak™ Paracord Knife | Stained (Minimal Wear), 135.31
★ StatTrak™ Paracord Knife | Stained (Field-Tested), 132.09
★ StatTrak™ Paracord Knife | Stained (Well-Worn), 125.72
★ StatTrak™ Paracord Knife | Stained (Battle-Scarred), 142.22
Desert Eagle | Trigger Discipline (Factory New), 2.67
Desert Eagle | Trigger Discipline (Minimal Wear), 1.20
Desert Eagle | Trigger Discipline (Field-Tested), 0.44
Desert Eagle | Trigger Discipline (Well-Worn), 0.30
Desert Eagle | Trigger Discipline (Battle-Scarred), 0.33
StatTrak™ Desert Eagle | Trigger Discipline (Factory New), 9.19
StatTrak™ Desert Eagle | Trigger Discipline (Minimal Wear), 4.41
StatTrak™ Desert Eagle | Trigger Discipline (Field-Tested), 1.80
StatTrak™ Desert Eagle | Trigger Discipline (Well-Worn), 1.56
StatTrak™ Desert Eagle | Trigger Discipline (Battle-Scarred), 1.57
Desert Eagle | Urban Rubble (Factory New), 0.71
Desert Eagle | Urban Rubble (Minimal Wear), 0.44
Desert Eagle | Urban Rubble (Field-Tested), 0.28
Desert Eagle | Urban Rubble (Well-Worn), 0.25
Desert Eagle | Urban Rubble (Battle-Scarred), 0.26
Desert Eagle | Urban Rubble (Souvenir Factory New), 13.95
Desert Eagle | Urban Rubble (Souvenir Minimal Wear), 7.39
Desert Eagle | Urban Rubble (Souvenir Field-Tested), 6.00
Desert Eagle | Urban Rubble (Souvenir Well-Worn), 9.44
Desert Eagle | Urban Rubble (Souvenir Battle-Scarred), 9.79
★ Shadow Daggers | Case Hardened (Factory New), 221.21
★ Shadow Daggers | Case Hardened (Minimal Wear), 136.63
★ Shadow Daggers | Case Hardened (Field-Tested), 118.83
★ Shadow Daggers | Case Hardened (Well-Worn), 118.63
★ Shadow Daggers | Case Hardened (Battle-Scarred), 116.01
★ StatTrak™ Shadow Daggers | Case Hardened (Factory New), 260.08
★ StatTrak™ Shadow Daggers | Case Hardened (Minimal Wear), 185.00
★ StatTrak™ Shadow Daggers | Case Hardened (Field-Tested), 157.55
★ StatTrak™ Shadow Daggers | Case Hardened (Well-Worn), 150.41
★ StatTrak™ Shadow Daggers | Case Hardened (Battle-Scarred), 174.43
★ M9 Bayonet | Scorched (Factory New), 619.44
★ M9 Bayonet | Scorched (Minimal Wear), 547.55
★ M9 Bayonet | Scorched (Field-Tested), 507.67
★ M9 Bayonet | Scorched (Well-Worn), 497.97
★ M9 Bayonet | Scorched (Battle-Scarred), 512.28
★ StatTrak™ M9 Bayonet | Scorched (Factory New), 0
★ StatTrak™ M9 Bayonet | Scorched (Minimal Wear), 547.55
★ StatTrak™ M9 Bayonet | Scorched (Field-Tested), 498.47
★ StatTrak™ M9 Bayonet | Scorched (Well-Worn), 464.16
★ StatTrak™ M9 Bayonet | Scorched (Battle-Scarred), 547.55
★ M9 Bayonet | Stained (Factory New), 728.24
★ M9 Bayonet | Stained (Minimal Wear), 651.44
★ M9 Bayonet | Stained (Field-Tested), 627.08
★ M9 Bayonet | Stained (Well-Worn), 579.03
★ M9 Bayonet | Stained (Battle-Scarred), 568.59
★ StatTrak™ M9 Bayonet | Stained (Factory New), 725.36
★ StatTrak™ M9 Bayonet | Stained (Minimal Wear), 635.84
★ StatTrak™ M9 Bayonet | Stained (Field-Tested), 699.31
★ StatTrak™ M9 Bayonet | Stained (Well-Worn), 565.69
★ StatTrak™ M9 Bayonet | Stained (Battle-Scarred), 573.28
★ Bayonet | Freehand (Factory New), 316.62
★ Bayonet | Freehand (Minimal Wear), 294.30
★ Bayonet | Freehand (Field-Tested), 260.70
★ Bayonet | Freehand (Well-Worn), 246.39
★ Bayonet | Freehand (Battle-Scarred), 243.68
★ StatTrak™ Bayonet | Freehand (Factory New), 334.00
★ StatTrak™ Bayonet | Freehand (Minimal Wear), 314.56
★ StatTrak™ Bayonet | Freehand (Field-Tested), 268.09
★ StatTrak™ Bayonet | Freehand (Well-Worn), 350.36
★ StatTrak™ Bayonet | Freehand (Battle-Scarred), 473.19
★ Butterfly Knife | Bright Water (Factory New), 1,035.19
★ Butterfly Knife | Bright Water (Minimal Wear), 976.00
★ Butterfly Knife | Bright Water (Field-Tested), 903.61
★ Butterfly Knife | Bright Water (Well-Worn), 844.59
★ Butterfly Knife | Bright Water (Battle-Scarred), 822.43
★ StatTrak™ Butterfly Knife | Bright Water (Factory New), 1,012.84
★ StatTrak™ Butterfly Knife | Bright Water (Minimal Wear), 960.65
★ StatTrak™ Butterfly Knife | Bright Water (Field-Tested), 880.45
★ StatTrak™ Butterfly Knife | Bright Water (Well-Worn), 841.86
★ StatTrak™ Butterfly Knife | Bright Water (Battle-Scarred), 821.32
AUG | Lil' Pig (Factory New), 78.02
AUG | Lil' Pig (Minimal Wear), 51.88
AUG | Lil' Pig (Field-Tested), 27.89
AUG | Lil' Pig (Well-Worn), 27.09
AUG | Lil' Pig (Battle-Scarred), 23.07
★ Sport Gloves | Nocts (Factory New), 2,375.91
★ Sport Gloves | Nocts (Minimal Wear), 863.76
★ Sport Gloves | Nocts (Field-Tested), 607.39
★ Sport Gloves | Nocts (Well-Worn), 484.46
★ Sport Gloves | Nocts (Battle-Scarred), 394.23
FAMAS | Styx (Factory New), 12.56
FAMAS | Styx (Minimal Wear), 6.73
FAMAS | Styx (Field-Tested), 3.01
FAMAS | Styx (Well-Worn), 5.89
FAMAS | Styx (Battle-Scarred), 3.25
FAMAS | Styx (Souvenir Factory New), 61.59
FAMAS | Styx (Souvenir Minimal Wear), 23.95
FAMAS | Styx (Souvenir Field-Tested), 13.30
FAMAS | Styx (Souvenir Well-Worn), 20.41
FAMAS | Styx (Souvenir Battle-Scarred), 12.36
MP9 | Music Box (Factory New), 14.55
MP9 | Music Box (Minimal Wear), 14.89
MP9 | Music Box (Field-Tested), 14.72
MP9 | Music Box (Well-Worn), 14.25
MP9 | Music Box (Battle-Scarred), 16.38
MP9 | Music Box (Souvenir Factory New), 0.88
MP9 | Music Box (Souvenir Minimal Wear), 0.39
MP9 | Music Box (Souvenir Field-Tested), 0.10
MP9 | Music Box (Souvenir Well-Worn), 0.31
MP9 | Music Box (Souvenir Battle-Scarred), 0.08
M4A4 | Daybreak (Factory New), 308.98
M4A4 | Daybreak (Minimal Wear), 278.75
M4A4 | Daybreak (Field-Tested), 263.87
M4A4 | Daybreak (Well-Worn), 353.55
M4A4 | Daybreak (Battle-Scarred), 414.76
★ Huntsman Knife | Urban Masked (Factory New), 0
★ Huntsman Knife | Urban Masked (Minimal Wear), 138.44
★ Huntsman Knife | Urban Masked (Field-Tested), 114.75
★ Huntsman Knife | Urban Masked (Well-Worn), 128.87
★ Huntsman Knife | Urban Masked (Battle-Scarred), 112.66
★ StatTrak™ Huntsman Knife | Urban Masked (Factory New), 0
★ StatTrak™ Huntsman Knife | Urban Masked (Minimal Wear), 356.20
★ StatTrak™ Huntsman Knife | Urban Masked (Field-Tested), 148.77
★ StatTrak™ Huntsman Knife | Urban Masked (Well-Worn), 171.41
★ StatTrak™ Huntsman Knife | Urban Masked (Battle-Scarred), 138.00
USP-S | Alpine Camo (Factory New), 3.77
USP-S | Alpine Camo (Minimal Wear), 2.11
USP-S | Alpine Camo (Field-Tested), 1.41
USP-S | Alpine Camo (Well-Worn), 2.00
USP-S | Alpine Camo (Battle-Scarred), 1.01
M4A1-S | Bright Water (Minimal Wear), 27.66
M4A1-S | Bright Water (Field-Tested), 27.27
StatTrak™ M4A1-S | Bright Water (Minimal Wear), 68.50
StatTrak™ M4A1-S | Bright Water (Field-Tested), 64.90
MAC-10 | Tatter (Factory New), 10.20
MAC-10 | Tatter (Minimal Wear), 8.67
MAC-10 | Tatter (Field-Tested), 8.17
MAC-10 | Tatter (Well-Worn), 6.16
MAC-10 | Tatter (Battle-Scarred), 7.02
StatTrak™ MAC-10 | Tatter (Factory New), 16.37
StatTrak™ MAC-10 | Tatter (Minimal Wear), 12.62
StatTrak™ MAC-10 | Tatter (Field-Tested), 11.48
StatTrak™ MAC-10 | Tatter (Well-Worn), 14.43
StatTrak™ MAC-10 | Tatter (Battle-Scarred), 12.04
AK-47 | Steel Delta (Factory New), 2.40
AK-47 | Steel Delta (Minimal Wear), 1.63
AK-47 | Steel Delta (Field-Tested), 1.22
AK-47 | Steel Delta (Well-Worn), 1.75
AK-47 | Steel Delta (Battle-Scarred), 1.30
AK-47 | Steel Delta (Souvenir Factory New), 12.96
AK-47 | Steel Delta (Souvenir Minimal Wear), 4.75
AK-47 | Steel Delta (Souvenir Field-Tested), 3.76
AK-47 | Steel Delta (Souvenir Well-Worn), 8.07
AK-47 | Steel Delta (Souvenir Battle-Scarred), 5.23
M4A4 | Poly Mag (Factory New), 0.27
M4A4 | Poly Mag (Minimal Wear), 0.09
M4A4 | Poly Mag (Field-Tested), 0.04
M4A4 | Poly Mag (Well-Worn), 0.04
M4A4 | Poly Mag (Battle-Scarred), 0.04
StatTrak™ M4A4 | Poly Mag (Factory New), 2.06
StatTrak™ M4A4 | Poly Mag (Minimal Wear), 0.40
StatTrak™ M4A4 | Poly Mag (Field-Tested), 0.17
StatTrak™ M4A4 | Poly Mag (Well-Worn), 0.15
StatTrak™ M4A4 | Poly Mag (Battle-Scarred), 0.14
★ Ursus Knife | Vanilla (Normal), 225.72
★ StatTrak™ Ursus Knife | Vanilla (StatTrak), 197.00
AK-47 | Uncharted (Factory New), 1.14
AK-47 | Uncharted (Minimal Wear), 0.53
AK-47 | Uncharted (Field-Tested), 0.32
AK-47 | Uncharted (Well-Worn), 0.68
AK-47 | Uncharted (Battle-Scarred), 0.30
StatTrak™ AK-47 | Uncharted (Factory New), 5.05
StatTrak™ AK-47 | Uncharted (Minimal Wear), 2.47
StatTrak™ AK-47 | Uncharted (Field-Tested), 1.75
StatTrak™ AK-47 | Uncharted (Well-Worn), 2.73
StatTrak™ AK-47 | Uncharted (Battle-Scarred), 1.92
M4A4 | Dark Blossom (Factory New), 32.36
M4A4 | Dark Blossom (Minimal Wear), 30.05
M4A4 | Dark Blossom (Field-Tested), 28.64
M4A4 | Dark Blossom (Well-Worn), 30.52
M4A4 | Dark Blossom (Battle-Scarred), 26.20
★ Bayonet | Vanilla (Normal), 429.75
★ StatTrak™ Bayonet | Vanilla (StatTrak), 433.00
★ Driver Gloves | Convoy (Factory New), 380.00
★ Driver Gloves | Convoy (Minimal Wear), 121.82
★ Driver Gloves | Convoy (Field-Tested), 104.57
★ Driver Gloves | Convoy (Well-Worn), 90.97
★ Driver Gloves | Convoy (Battle-Scarred), 85.98
★ Classic Knife | Fade (Factory New), 533.89
★ Classic Knife | Fade (Minimal Wear), 520.00
★ StatTrak™ Classic Knife | Fade (Factory New), 546.84
★ StatTrak™ Classic Knife | Fade (Minimal Wear), 580.00
★ Moto Gloves | POW! (Factory New), 1,134.38
★ Moto Gloves | POW! (Minimal Wear), 477.67
★ Moto Gloves | POW! (Field-Tested), 187.54
★ Moto Gloves | POW! (Well-Worn), 145.00
★ Moto Gloves | POW! (Battle-Scarred), 117.71
★ Skeleton Knife | Safari Mesh (Factory New), 370.17
★ Skeleton Knife | Safari Mesh (Minimal Wear), 208.00
★ Skeleton Knife | Safari Mesh (Field-Tested), 200.00
★ Skeleton Knife | Safari Mesh (Well-Worn), 195.06
★ Skeleton Knife | Safari Mesh (Battle-Scarred), 189.63
★ StatTrak™ Skeleton Knife | Safari Mesh (Factory New), 0
★ StatTrak™ Skeleton Knife | Safari Mesh (Minimal Wear), 215.15
★ StatTrak™ Skeleton Knife | Safari Mesh (Field-Tested), 196.50
★ StatTrak™ Skeleton Knife | Safari Mesh (Well-Worn), 201.08
★ StatTrak™ Skeleton Knife | Safari Mesh (Battle-Scarred), 194.37
★ Butterfly Knife | Safari Mesh (Factory New), 832.55
★ Butterfly Knife | Safari Mesh (Minimal Wear), 720.03
★ Butterfly Knife | Safari Mesh (Field-Tested), 710.37
★ Butterfly Knife | Safari Mesh (Well-Worn), 696.48
★ Butterfly Knife | Safari Mesh (Battle-Scarred), 696.48
★ StatTrak™ Butterfly Knife | Safari Mesh (Factory New), 1,150.00
★ StatTrak™ Butterfly Knife | Safari Mesh (Minimal Wear), 704.28
★ StatTrak™ Butterfly Knife | Safari Mesh (Field-Tested), 697.85
★ StatTrak™ Butterfly Knife | Safari Mesh (Well-Worn), 698.05
★ StatTrak™ Butterfly Knife | Safari Mesh (Battle-Scarred), 694.43
MP9 | Modest Threat (Factory New), 0.25
MP9 | Modest Threat (Minimal Wear), 0.12
MP9 | Modest Threat (Field-Tested), 0.07
MP9 | Modest Threat (Well-Worn), 0.08
MP9 | Modest Threat (Battle-Scarred), 0.04
StatTrak™ MP9 | Modest Threat (Factory New), 1.04
StatTrak™ MP9 | Modest Threat (Minimal Wear), 0.43
StatTrak™ MP9 | Modest Threat (Field-Tested), 0.14
StatTrak™ MP9 | Modest Threat (Well-Worn), 0.40
StatTrak™ MP9 | Modest Threat (Battle-Scarred), 0.18
★ Flip Knife | Boreal Forest (Factory New), 195.74
★ Flip Knife | Boreal Forest (Minimal Wear), 156.65
★ Flip Knife | Boreal Forest (Field-Tested), 155.20
★ Flip Knife | Boreal Forest (Well-Worn), 143.01
★ Flip Knife | Boreal Forest (Battle-Scarred), 141.67
★ StatTrak™ Flip Knife | Boreal Forest (Factory New), 750.00
★ StatTrak™ Flip Knife | Boreal Forest (Minimal Wear), 153.72
★ StatTrak™ Flip Knife | Boreal Forest (Field-Tested), 143.59
★ StatTrak™ Flip Knife | Boreal Forest (Well-Worn), 179.00
★ StatTrak™ Flip Knife | Boreal Forest (Battle-Scarred), 169.73
★ Hand Wraps | Slaughter (Factory New), 1,765.00
★ Hand Wraps | Slaughter (Minimal Wear), 539.42
★ Hand Wraps | Slaughter (Field-Tested), 290.10
★ Hand Wraps | Slaughter (Well-Worn), 241.05
★ Hand Wraps | Slaughter (Battle-Scarred), 196.98
★ M9 Bayonet | Safari Mesh (Factory New), 890.00
★ M9 Bayonet | Safari Mesh (Minimal Wear), 506.41
★ M9 Bayonet | Safari Mesh (Field-Tested), 479.10
★ M9 Bayonet | Safari Mesh (Well-Worn), 478.90
★ M9 Bayonet | Safari Mesh (Battle-Scarred), 499.69
★ StatTrak™ M9 Bayonet | Safari Mesh (Factory New), 0
★ StatTrak™ M9 Bayonet | Safari Mesh (Minimal Wear), 503.74
★ StatTrak™ M9 Bayonet | Safari Mesh (Field-Tested), 485.95
★ StatTrak™ M9 Bayonet | Safari Mesh (Well-Worn), 525.00
★ StatTrak™ M9 Bayonet | Safari Mesh (Battle-Scarred), 574.92
★ Gut Knife | Safari Mesh (Factory New), 400.48
★ Gut Knife | Safari Mesh (Minimal Wear), 112.00
★ Gut Knife | Safari Mesh (Field-Tested), 113.28
★ Gut Knife | Safari Mesh (Well-Worn), 116.47
★ Gut Knife | Safari Mesh (Battle-Scarred), 109.00
★ StatTrak™ Gut Knife | Safari Mesh (Factory New), 0
★ StatTrak™ Gut Knife | Safari Mesh (Minimal Wear), 140.35
★ StatTrak™ Gut Knife | Safari Mesh (Field-Tested), 118.41
★ StatTrak™ Gut Knife | Safari Mesh (Well-Worn), 0
★ StatTrak™ Gut Knife | Safari Mesh (Battle-Scarred), 154.79
Glock-18 | Reactor (Factory New), 10.23
Glock-18 | Reactor (Minimal Wear), 6.51
Glock-18 | Reactor (Field-Tested), 5.42
Glock-18 | Reactor (Well-Worn), 4.76
Glock-18 | Reactor (Battle-Scarred), 4.70
Glock-18 | Reactor (Souvenir Factory New), 104.99
Glock-18 | Reactor (Souvenir Minimal Wear), 20.80
Glock-18 | Reactor (Souvenir Field-Tested), 10.08
Glock-18 | Reactor (Souvenir Well-Worn), 9.70
Glock-18 | Reactor (Souvenir Battle-Scarred), 8.80
★ Gut Knife | Rust Coat (Well-Worn), 114.95
★ Gut Knife | Rust Coat (Battle-Scarred), 115.79
★ StatTrak™ Gut Knife | Rust Coat (Well-Worn), 117.61
★ StatTrak™ Gut Knife | Rust Coat (Battle-Scarred), 109.07
★ Ursus Knife | Stained (Factory New), 191.00
★ Ursus Knife | Stained (Minimal Wear), 145.10
★ Ursus Knife | Stained (Field-Tested), 141.81
★ Ursus Knife | Stained (Well-Worn), 128.94
★ Ursus Knife | Stained (Battle-Scarred), 127.30
★ StatTrak™ Ursus Knife | Stained (Factory New), 217.37
★ StatTrak™ Ursus Knife | Stained (Minimal Wear), 157.34
★ StatTrak™ Ursus Knife | Stained (Field-Tested), 131.00
★ StatTrak™ Ursus Knife | Stained (Well-Worn), 136.75
★ StatTrak™ Ursus Knife | Stained (Battle-Scarred), 134.70
M4A1-S | Briefing (Factory New), 9.38
M4A1-S | Briefing (Minimal Wear), 4.53
M4A1-S | Briefing (Field-Tested), 2.74
M4A1-S | Briefing (Well-Worn), 3.61
M4A1-S | Briefing (Battle-Scarred), 2.81
StatTrak™ M4A1-S | Briefing (Factory New), 30.25
StatTrak™ M4A1-S | Briefing (Minimal Wear), 13.53
StatTrak™ M4A1-S | Briefing (Field-Tested), 8.59
StatTrak™ M4A1-S | Briefing (Well-Worn), 9.01
StatTrak™ M4A1-S | Briefing (Battle-Scarred), 8.75
AK-47 | Jungle Spray (Factory New), 96.50
AK-47 | Jungle Spray (Minimal Wear), 10.14
AK-47 | Jungle Spray (Field-Tested), 4.06
AK-47 | Jungle Spray (Well-Worn), 4.09
AK-47 | Jungle Spray (Battle-Scarred), 4.13
★ Driver Gloves | Diamondback (Factory New), 602.16
